Data Set 7:Time(s),Data Set 7:Force 1(N),Data Set 7:Force 2(N),,0,,
6.55,0.01257324,-0.2670593,0.25448606,4.47E+00,,
6.555,0.0230484,-0.2523346,0.2292862,4.47E+00,,
6.56,0.02514648,-0.2586441,0.23349762,4.47E+00,,
6.565,0.0230484,-0.218689,0.1956406,4.47E+00,,
6.57,0.01885986,-0.2292099,0.21035004,4.47E+00,,
6.575,0.01885986,-0.2355118,0.21665194,4.47E+00,,
6.58,0.02095795,-0.2397232,0.21876525,4.47E+00,,
6.585,0.02933502,-0.2334137,0.20407868,4.47E+00,,
6.59,0.01885986,-0.2229004,0.20404054,4.47E+00,,
6.595,0.01885986,-0.2249985,0.20613864,4.48E+00,,
6.6,0.02095795,-0.1997681,0.17881015,4.48E+00,,
6.605,0.0230484,-0.1976624,0.174614,4.48E+00,,
6.61,0.0230484,-0.187149,0.1641006,4.48E+00,,
6.615,0.0230484,-0.187149,0.1641006,4.48E+00,,
6.62,0.02095795,-0.1724319,0.15147395,4.48E+00,,
6.625,0.01885986,-0.1640167,0.14515684,4.48E+00,,
6.63,0.0230484,-0.128273,0.1052246,4.48E+00,,
6.635,0.0230484,-0.1324768,0.1094284,4.48E+00,,
6.64,0.02724457,-0.1240692,0.09682463,4.48E+00,,
6.645,0.02724457,-0.1114502,0.08420563,4.48E+00,,
6.65,0.02933502,-0.1051407,0.07580568,4.48E+00,,
6.655,0.03143311,-0.0967331,0.06529999,4.48E+00,,
6.66,0.03562164,-0.0883179,0.05269626,4.48E+00,,
6.665,0.01885986,-0.0862198,0.06735994,4.48E+00,,
6.67,0.03143311,-0.0862198,0.05478669,4.48E+00,,
6.675,0.02724457,-0.0462646,0.01902003,4.48E+00,,
6.68,0.02724457,-0.0546722,0.02742763,4.48E+00,,
6.685,0.02514648,-0.0651855,0.04003902,4.48E+00,,
6.69,0.02514648,-0.0651855,0.04003902,4.48E+00,,
6.695,0.01257324,-0.069397,0.05682376,4.48E+00,,
6.7,0.0230484,-0.069397,0.0463486,4.48E+00,,
6.705,0.02514648,-0.0630875,0.03794102,4.48E+00,,
6.71,0.02724457,-0.069397,0.04215243,4.49E+00,,
6.715,0.03352356,-0.0609818,0.02745824,4.49E+00,,
6.72,0.03771973,-0.0483627,0.01064297,4.49E+00,,
6.725,0.02933502,-0.0588837,0.02954868,4.49E+00,,
6.73,0.02724457,-0.0630875,0.03584293,4.49E+00,,
6.735,0.03143311,-0.0651855,0.03375239,4.49E+00,,
6.74,0.02933502,-0.0672913,0.03795628,4.49E+00,,
6.745,0.0230484,-0.0756989,0.0526505,4.49E+00,,
6.75,0.02095795,-0.0609818,0.04002385,4.49E+00,,
6.755,0.0230484,-0.0651855,0.0421371,4.49E+00,,
6.76,0.03562164,-0.0672913,0.03166966,4.49E+00,,
6.765,0.03143311,-0.069397,0.03796389,4.49E+00,,
6.77,0.02724457,-0.0672913,0.04004673,4.49E+00,,
6.775,0.02724457,-0.0630875,0.03584293,4.49E+00,,
6.78,0.02933502,-0.0630875,0.03375248,4.49E+00,,
6.785,0.02514648,-0.0378494,0.01270292,4.49E+00,,
6.79,0.02724457,-0.0420609,0.01481633,4.49E+00,,
6.795,0.01885986,-0.056778,0.03791814,4.49E+00,,
6.8,0.02514648,-0.0714951,0.04634862,4.49E+00,,
6.805,0.0230484,-0.0672913,0.0442429,4.49E+00,,
6.81,0.03143311,-0.0399551,0.00852199,4.49E+00,,
6.815,0.0230484,-0.056778,0.0337296,4.49E+00,,
6.82,0.01467133,-0.0609818,0.04631047,4.49E+00,,
6.825,0.01467133,-0.0525742,0.03790287,4.49E+00,,
6.83,0.01676178,-0.0609818,0.04422002,4.49E+00,,
6.835,0.0230484,-0.0588837,0.0358353,4.49E+00,,
6.84,0.02514648,-0.0651855,0.04003902,4.49E+00,,
6.845,0.01885986,-0.0651855,0.04632564,4.49E+00,,
6.85,0.01047516,-0.0714951,0.06101994,4.49E+00,,
6.855,0.01676178,-0.0672913,0.05052952,4.49E+00,,
6.86,0.01885986,-0.0651855,0.04632564,4.49E+00,,
6.865,0.02095795,-0.0714951,0.05053715,4.49E+00,,
6.87,0.01676178,-0.0672913,0.05052952,4.49E+00,,
6.875,0.0230484,-0.0672913,0.0442429,4.49E+00,,
6.88,0.01676178,-0.0714951,0.05473332,4.49E+00,,
6.885,0.01885986,-0.0736008,0.05474094,4.49E+00,,
6.89,0.02095795,-0.0399551,0.01899715,4.49E+00,,
6.895,0.02095795,-0.0504684,0.02951045,4.49E+00,,
6.9,0.02933502,-0.0630875,0.03375248,4.49E+00,,
6.905,0.03352356,-0.0651855,0.03166194,4.49E+00,,
6.91,0.02724457,-0.069397,0.04215243,4.49E+00,,
6.915,0.03352356,-0.056778,0.02325444,4.49E+00,,
6.92,0.03143311,-0.069397,0.03796389,4.49E+00,,
6.925,0.02724457,-0.0609818,0.03373723,4.49E+00,,
6.93,0.03352356,-0.0336456,0.00012204,4.49E+00,,
6.935,0.03562164,-0.0462646,0.01064296,4.49E+00,,
6.94,0.03352356,-0.0525742,0.01905064,4.49E+00,,
6.945,0.03143311,-0.0588837,0.02745059,4.49E+00,,
6.95,0.03143311,-0.0609818,0.02954869,4.49E+00,,
6.955,0.0230484,-0.0672913,0.0442429,4.49E+00,,
6.96,0.02933502,-0.0546722,0.02533718,4.49E+00,,
6.965,0.0230484,-0.0672913,0.0442429,4.49E+00,,
6.97,0.02514648,-0.0672913,0.04214482,4.49E+00,,
6.975,0.02724457,-0.0630875,0.03584293,4.49E+00,,
6.98,0.03562164,-0.0609818,0.02536016,4.49E+00,,
6.985,0.03352356,-0.0609818,0.02745824,4.49E+00,,
6.99,0.02514648,-0.0504684,0.02532192,4.49E+00,,
6.995,0.01885986,-0.0588837,0.04002384,4.50E+00,,
7,0.01885986,-0.0231323,0.00427244,4.50E+00,,
7.005,0.02095795,-0.0420609,0.02110295,4.50E+00,,
7.01,0.01885986,-0.0546722,0.03581234,4.50E+00,,
7.015,0.01885986,-0.0588837,0.04002384,4.50E+00,,
7.02,0.03143311,-0.0357513,0.00431819,4.50E+00,,
7.025,0.02514648,-0.0525742,0.02742772,4.50E+00,,
7.03,0.0230484,-0.0588837,0.0358353,4.50E+00,,
7.035,0.03143311,-0.056778,0.02534489,4.50E+00,,
7.04,0.02933502,-0.0609818,0.03164678,4.50E+00,,
7.045,0.02724457,-0.0609818,0.03373723,4.50E+00,,
7.05,0.02933502,-0.0609818,0.03164678,4.50E+00,,
7.055,0.01676178,-0.0609818,0.04422002,4.50E+00,,
7.06,0.02095795,-0.0672913,0.04633335,4.50E+00,,
7.065,0.02095795,-0.0736008,0.05264285,4.50E+00,,
7.07,0.01047516,-0.069397,0.05892184,4.50E+00,,
7.075,0.01467133,-0.0651855,0.05051417,4.50E+00,,
7.08,0.02933502,-0.0672913,0.03795628,4.50E+00,,
7.085,0.0230484,-0.0630875,0.0400391,4.50E+00,,
7.09,0.03143311,-0.069397,0.03796389,4.50E+00,,
7.095,0.02514648,-0.0609818,0.03583532,4.50E+00,,
7.1,0.01676178,-0.025238,0.00847622,4.50E+00,,
7.105,0.02095795,-0.0441589,0.02320095,4.50E+00,,
7.11,0.03143311,-0.0147247,-0.01670841,4.50E+00,,
7.115,0.03143311,-0.0441589,0.01272579,4.50E+00,,
7.12,0.03143311,-0.0588837,0.02745059,4.50E+00,,
7.125,0.02095795,-0.056778,0.03582005,4.50E+00,,
7.13,0.0230484,-0.0651855,0.0421371,4.50E+00,,
7.135,0.02095795,-0.0672913,0.04633335,4.50E+00,,
7.14,0.0230484,-0.056778,0.0337296,4.50E+00,,
7.145,0.0230484,-0.056778,0.0337296,4.50E+00,,
7.15,0.01467133,-0.0630875,0.04841617,4.50E+00,,
7.155,0.01885986,-0.0588837,0.04002384,4.50E+00,,
7.16,0.02514648,-0.0630875,0.03794102,4.50E+00,,
7.165,0.0230484,-0.0546722,0.0316238,4.50E+00,,
7.17,0.02933502,-0.0672913,0.03795628,4.50E+00,,
7.175,0.01885986,-0.0630875,0.04422764,4.50E+00,,
7.18,0.01676178,-0.0609818,0.04422002,4.50E+00,,
7.185,0.01047516,-0.069397,0.05892184,4.50E+00,,
7.19,0.02095795,-0.0651855,0.04422755,4.50E+00,,
7.195,0.02514648,-0.0651855,0.04003902,4.50E+00,,
7.2,0.03143311,-0.0525742,0.02114109,4.50E+00,,
7.205,0.02095795,-0.0336456,0.01268765,4.50E+00,,
7.21,0.02933502,-0.0483627,0.01902768,4.50E+00,,
7.215,0.02724457,-0.0504684,0.02322383,4.50E+00,,
7.22,0.02514648,-0.056778,0.03163152,4.50E+00,,
7.225,0.01885986,-0.0651855,0.04632564,4.50E+00,,
7.23,0.0230484,-0.0441589,0.0211105,4.50E+00,,
7.235,0.0230484,-0.0525742,0.0295258,4.50E+00,,
7.24,0.01676178,-0.0609818,0.04422002,4.50E+00,,
7.245,0.02095795,-0.0651855,0.04422755,4.50E+00,,
7.25,0.02514648,-0.0588837,0.03373722,4.50E+00,,
7.255,0.02095795,-0.0672913,0.04633335,4.50E+00,,
7.26,0.01467133,-0.0651855,0.05051417,4.50E+00,,
7.265,0.01885986,-0.069397,0.05053714,4.50E+00,,
7.27,0.0230484,-0.069397,0.0463486,4.50E+00,,
7.275,0.01047516,-0.0651855,0.05471034,4.50E+00,,
7.28,0.01885986,-0.0714951,0.05263524,4.51E+00,,
7.285,0.02514648,-0.0672913,0.04214482,4.51E+00,,
7.29,0.01676178,-0.0504684,0.03370662,4.51E+00,,
7.295,0.02724457,-0.056778,0.02953343,4.51E+00,,
7.3,0.02724457,-0.0504684,0.02322383,4.51E+00,,
7.305,0.02724457,-0.0357513,0.00850673,4.51E+00,,
7.31,0.0230484,-0.0462646,0.0232162,4.51E+00,,
7.315,0.02095795,-0.0462646,0.02530665,4.51E+00,,
7.32,0.02514648,-0.0210266,-0.00411988,4.51E+00,,
7.325,0.02514648,-0.0420609,0.01691442,4.51E+00,,
7.33,0.02095795,-0.0399551,0.01899715,4.51E+00,,
7.335,0.02095795,-0.0420609,0.02110295,4.51E+00,,
7.34,0.01676178,-0.0504684,0.03370662,4.51E+00,,
7.345,0.02095795,-0.0651855,0.04422755,4.51E+00,,
7.35,0.01467133,-0.056778,0.04210667,4.51E+00,,
7.355,0.01676178,-0.0546722,0.03791042,4.51E+00,,
7.36,0.01676178,-0.0588837,0.04212192,4.51E+00,,
7.365,0.01885986,-0.0546722,0.03581234,4.51E+00,,
7.37,0.02095795,-0.0609818,0.04002385,4.51E+00,,
7.375,0.02514648,-0.0630875,0.03794102,4.51E+00,,
7.38,0.02514648,-0.0546722,0.02952572,4.51E+00,,
7.385,0.02933502,-0.056778,0.02744298,4.51E+00,,
7.39,0.02514648,-0.0588837,0.03373722,4.51E+00,,
7.395,0.02724457,-0.0651855,0.03794093,4.51E+00,,
7.4,0.03143311,-0.0672913,0.03585819,4.51E+00,,
7.405,0.02933502,-0.0609818,0.03164678,4.51E+00,,
7.41,0.03562164,-0.0336456,-0.00197604,4.51E+00,,
7.415,0.03352356,-0.0525742,0.01905064,4.51E+00,,
7.42,0.01885986,-0.0609818,0.04212194,4.51E+00,,
7.425,0.02514648,-0.0588837,0.03373722,4.51E+00,,
7.43,0.02514648,-0.0588837,0.03373722,4.51E+00,,
7.435,0.01885986,-0.0588837,0.04002384,4.51E+00,,
7.44,0.02724457,-0.0630875,0.03584293,4.51E+00,,
7.445,0.01885986,-0.0588837,0.04002384,4.51E+00,,
7.45,0.01885986,-0.0609818,0.04212194,4.51E+00,,
7.455,0.01885986,-0.0630875,0.04422764,4.51E+00,,
7.46,0.0230484,-0.0588837,0.0358353,4.51E+00,,
7.465,0.01467133,-0.0609818,0.04631047,4.51E+00,,
7.47,0.0230484,-0.056778,0.0337296,4.51E+00,,
7.475,0.02095795,-0.056778,0.03582005,4.51E+00,,
7.48,0.02514648,-0.0588837,0.03373722,4.51E+00,,
7.485,0.01885986,-0.0588837,0.04002384,4.51E+00,,
7.49,0.02514648,-0.069397,0.04425052,4.51E+00,,
7.495,0.02514648,-0.0630875,0.03794102,4.51E+00,,
7.5,0.02933502,-0.0504684,0.02113338,4.51E+00,,
7.505,0.03562164,-0.0546722,0.01905056,4.51E+00,,
7.51,0.0230484,-0.0630875,0.0400391,4.51E+00,,
7.515,0.02724457,-0.0294418,0.00219723,4.51E+00,,
7.52,0.0230484,-0.0441589,0.0211105,4.51E+00,,
7.525,0.0230484,-0.0462646,0.0232162,4.51E+00,,
7.53,0.02724457,-0.0231323,-0.00411227,4.51E+00,,
7.535,0.02514648,-0.0357513,0.01060482,4.51E+00,,
7.54,0.02095795,-0.0483627,0.02740475,4.51E+00,,
7.545,0.01676178,-0.0546722,0.03791042,4.51E+00,,
7.55,0.02095795,-0.0546722,0.03371425,4.51E+00,,
7.555,0.01885986,-0.0483627,0.02950284,4.51E+00,,
7.56,0.02095795,-0.0525742,0.03161625,4.51E+00,,
7.565,0.01885986,-0.056778,0.03791814,4.51E+00,,
7.57,0.0230484,-0.0609818,0.0379334,4.51E+00,,
7.575,0.02724457,-0.0630875,0.03584293,4.51E+00,,
7.58,0.02095795,-0.0630875,0.04212955,4.51E+00,,
7.585,0.01676178,-0.0588837,0.04212192,4.51E+00,,
7.59,0.0230484,-0.0588837,0.0358353,4.51E+00,,
7.595,0.02724457,-0.0504684,0.02322383,4.51E+00,,
7.6,0.02724457,-0.0504684,0.02322383,4.51E+00,,
7.605,0.03143311,-0.0588837,0.02745059,4.51E+00,,
7.61,0.03981018,-0.0588837,0.01907352,4.52E+00,,
7.615,0.02724457,-0.0651855,0.03794093,4.52E+00,,
7.62,0.02514648,-0.0105133,-0.01463318,4.52E+00,,
7.625,0.0230484,-0.0357513,0.0127029,4.52E+00,,
7.63,0.02514648,-0.0546722,0.02952572,4.52E+00,,
7.635,0.01885986,-0.0483627,0.02950284,4.52E+00,,
7.64,0.01676178,-0.0525742,0.03581242,4.52E+00,,
7.645,0.0230484,-0.0651855,0.0421371,4.52E+00,,
7.65,0.01885986,-0.0630875,0.04422764,4.52E+00,,
7.655,0.0230484,-0.0609818,0.0379334,4.52E+00,,
7.66,0.0230484,-0.0630875,0.0400391,4.52E+00,,
7.665,0.0230484,-0.0588837,0.0358353,4.52E+00,,
7.67,0.0230484,-0.0630875,0.0400391,4.52E+00,,
7.675,0.02095795,-0.0672913,0.04633335,4.52E+00,,
7.68,0.02514648,-0.0546722,0.02952572,4.52E+00,,
7.685,0.0230484,-0.0714951,0.0484467,4.52E+00,,
7.69,0.02095795,-0.0546722,0.03371425,4.52E+00,,
7.695,0.02095795,-0.0588837,0.03792575,4.52E+00,,
7.7,0.0230484,-0.0630875,0.0400391,4.52E+00,,
7.705,0.01885986,-0.0588837,0.04002384,4.52E+00,,
7.71,0.02724457,-0.0315399,0.00429533,4.52E+00,,
7.715,0.02933502,-0.0441589,0.01482388,4.52E+00,,
7.72,0.0230484,-0.0588837,0.0358353,4.52E+00,,
7.725,0.01885986,-0.0210266,0.00216674,4.52E+00,,
7.73,0.02095795,-0.0378494,0.01689145,4.52E+00,,
7.735,0.01467133,-0.0462646,0.03159327,4.52E+00,,
7.74,0.02095795,-0.0462646,0.02530665,4.52E+00,,
7.745,0.0230484,-0.0483627,0.0253143,4.52E+00,,
7.75,0.01885986,-0.0609818,0.04212194,4.52E+00,,
7.755,0.0230484,-0.056778,0.0337296,4.52E+00,,
7.76,0.02724457,-0.0588837,0.03163913,4.52E+00,,
7.765,0.0230484,-0.0588837,0.0358353,4.52E+00,,
7.77,0.03143311,-0.0609818,0.02954869,4.52E+00,,
7.775,0.02933502,-0.0588837,0.02954868,4.52E+00,,
7.78,0.02095795,-0.0672913,0.04633335,4.52E+00,,
7.785,0.01467133,-0.0588837,0.04421237,4.52E+00,,
7.79,0.01885986,-0.056778,0.03791814,4.52E+00,,
7.795,0.02095795,-0.0630875,0.04212955,4.52E+00,,
7.8,0.01885986,-0.0588837,0.04002384,4.52E+00,,
7.805,0.0230484,-0.0588837,0.0358353,4.52E+00,,
7.81,0.01676178,-0.0588837,0.04212192,4.52E+00,,
7.815,0.01467133,-0.0525742,0.03790287,4.52E+00,,
7.82,0.02933502,-0.056778,0.02744298,4.52E+00,,
7.825,0.03352356,-0.0588837,0.02536014,4.52E+00,,
7.83,0.02514648,-0.025238,0.00009152,4.52E+00,,
7.835,0.02933502,-0.0273361,-0.00199892,4.52E+00,,
7.84,0.03143311,-0.0399551,0.00852199,4.52E+00,,
7.845,0.01885986,-0.0525742,0.03371434,4.52E+00,,
7.85,0.01885986,-0.0462646,0.02740474,4.52E+00,,
7.855,0.02514648,-0.0525742,0.02742772,4.52E+00,,
7.86,0.02724457,-0.056778,0.02953343,4.52E+00,,
7.865,0.02724457,-0.0546722,0.02742763,4.52E+00,,
7.87,0.02933502,-0.0546722,0.02533718,4.52E+00,,
7.875,0.01885986,-0.0609818,0.04212194,4.52E+00,,
7.88,0.0230484,-0.0525742,0.0295258,4.52E+00,,
7.885,0.0230484,-0.0609818,0.0379334,4.52E+00,,
7.89,0.02724457,-0.0504684,0.02322383,4.52E+00,,
7.895,0.03143311,-0.0525742,0.02114109,4.52E+00,,
7.9,0.02514648,-0.0546722,0.02952572,4.52E+00,,
7.905,0.02724457,-0.0546722,0.02742763,4.52E+00,,
7.91,0.02933502,-0.0525742,0.02323918,4.52E+00,,
7.915,0.02514648,-0.056778,0.03163152,4.52E+00,,
7.92,0.0230484,-0.025238,0.0021896,4.52E+00,,
7.925,0.02514648,-0.0420609,0.01691442,4.52E+00,,
7.93,0.02095795,-0.0504684,0.02951045,4.52E+00,,
7.935,0.03771973,-0.0525742,0.01485447,4.52E+00,,
7.94,0.03143311,-0.0273361,-0.00409701,4.52E+00,,
7.945,0.02933502,-0.0357513,0.00641628,4.52E+00,,
7.95,0.02095795,-0.0483627,0.02740475,4.52E+00,,
7.955,0.01885986,-0.0546722,0.03581234,4.52E+00,,
7.96,0.01885986,-0.0525742,0.03371434,4.53E+00,,
7.965,0.01885986,-0.0525742,0.03371434,4.53E+00,,
7.97,0.0230484,-0.0546722,0.0316238,4.53E+00,,
7.975,0.0230484,-0.0609818,0.0379334,4.53E+00,,
7.98,0.01676178,-0.056778,0.04001622,4.53E+00,,
7.985,0.02514648,-0.056778,0.03163152,4.53E+00,,
7.99,0.01467133,-0.0672913,0.05261997,4.53E+00,,
7.995,0.0230484,-0.0588837,0.0358353,4.53E+00,,
8,0.02095795,-0.0630875,0.04212955,4.53E+00,,
8.005,0.01885986,-0.0651855,0.04632564,4.53E+00,,
8.01,0.02724457,-0.0483627,0.02111813,4.53E+00,,
8.015,0.02724457,-0.0630875,0.03584293,4.53E+00,,
8.02,0.02724457,-0.0504684,0.02322383,4.53E+00,,
8.025,0.02514648,-0.0525742,0.02742772,4.53E+00,,
8.03,0.03143311,-0.056778,0.02534489,4.53E+00,,
8.035,0.0230484,-0.0651855,0.0421371,4.53E+00,,
8.04,0.02095795,-0.0147247,-0.00623325,4.53E+00,,
8.045,0.02514648,-0.0378494,0.01270292,4.53E+00,,
8.05,0.02724457,-0.0399551,0.01271053,4.53E+00,,
8.055,0.03143311,-0.0483627,0.01692959,4.53E+00,,
8.06,0.02724457,-0.0504684,0.02322383,4.53E+00,,
8.065,0.02095795,-0.0588837,0.03792575,4.53E+00,,
8.07,0.02933502,-0.0525742,0.02323918,4.53E+00,,
8.075,0.03143311,-0.0609818,0.02954869,4.53E+00,,
8.08,0.02514648,-0.0546722,0.02952572,4.53E+00,,
8.085,0.03143311,-0.0630875,0.03165439,4.53E+00,,
8.09,0.01885986,-0.0609818,0.04212194,4.53E+00,,
8.095,0.02095795,-0.0630875,0.04212955,4.53E+00,,
8.1,0.02933502,-0.0546722,0.02533718,4.53E+00,,
8.105,0.02933502,-0.056778,0.02744298,4.53E+00,,
8.11,0.02095795,-0.0609818,0.04002385,4.53E+00,,
8.115,0.02095795,-0.056778,0.03582005,4.53E+00,,
8.12,0.02724457,-0.0609818,0.03373723,4.53E+00,,
8.125,0.02514648,-0.0651855,0.04003902,4.53E+00,,
8.13,0.02724457,-0.0336456,0.00640103,4.53E+00,,
8.135,0.01885986,-0.0420609,0.02320104,4.53E+00,,
8.14,0.0230484,-0.0504684,0.02742,4.53E+00,,
8.145,0.0230484,-0.0189285,-0.0041199,4.53E+00,,
8.15,0.02724457,-0.0441589,0.01691433,4.53E+00,,
8.155,0.02933502,-0.0525742,0.02323918,4.53E+00,,
8.16,0.03352356,-0.0420609,0.00853734,4.53E+00,,
8.165,0.03352356,-0.0525742,0.01905064,4.53E+00,,
8.17,0.02933502,-0.0609818,0.03164678,4.53E+00,,
8.175,0.02933502,-0.0483627,0.01902768,4.53E+00,,
8.18,0.02514648,-0.0588837,0.03373722,4.53E+00,,
8.185,0.0230484,-0.0588837,0.0358353,4.53E+00,,
8.19,0.0230484,-0.0630875,0.0400391,4.53E+00,,
8.195,0.02095795,-0.0651855,0.04422755,4.53E+00,,
8.2,0.02095795,-0.0630875,0.04212955,4.53E+00,,
8.205,0.01467133,-0.0588837,0.04421237,4.53E+00,,
8.21,0.00628662,-0.056778,0.05049138,4.53E+00,,
8.215,0.01885986,-0.0609818,0.04212194,4.53E+00,,
8.22,0.01885986,-0.0189285,0.00006864,4.53E+00,,
8.225,0.03143311,-0.0399551,0.00852199,4.53E+00,,
8.23,0.02933502,-0.0483627,0.01902768,4.53E+00,,
8.235,0.02933502,-0.0441589,0.01482388,4.53E+00,,
8.24,0.02095795,-0.0504684,0.02951045,4.53E+00,,
8.245,0.0230484,-0.0504684,0.02742,4.53E+00,,
8.25,0.01676178,-0.0483627,0.03160092,4.53E+00,,
8.255,0.01676178,-0.0231323,0.00637052,4.53E+00,,
8.26,0.01676178,-0.0483627,0.03160092,4.53E+00,,
8.265,0.01467133,-0.0483627,0.03369137,4.53E+00,,
8.27,0.01467133,-0.0525742,0.03790287,4.53E+00,,
8.275,0.01257324,-0.0504684,0.03789516,4.53E+00,,
8.28,0.01467133,-0.0483627,0.03369137,4.53E+00,,
8.285,0.02095795,-0.0525742,0.03161625,4.53E+00,,
8.29,0.02095795,-0.0525742,0.03161625,4.53E+00,,
8.295,0.01676178,-0.0525742,0.03581242,4.53E+00,,
8.3,0.01467133,-0.0525742,0.03790287,4.53E+00,,
8.305,0.02514648,-0.0630875,0.03794102,4.54E+00,,
8.31,0.03143311,-0.025238,-0.00619511,4.54E+00,,
8.315,0.01676178,-0.0357513,0.01898952,4.54E+00,,
8.32,0.01676178,-0.0483627,0.03160092,4.54E+00,,
8.325,0.01885986,-0.0525742,0.03371434,4.54E+00,,
8.33,0.01676178,-0.0588837,0.04212192,4.54E+00,,
8.335,0.01047516,-0.0630875,0.05261234,4.54E+00,,
8.34,0.02514648,-0.056778,0.03163152,4.54E+00,,
8.345,0.02095795,-0.0483627,0.02740475,4.54E+00,,
8.35,0.01257324,-0.0609818,0.04840856,4.54E+00,,
8.355,0.02514648,-0.0525742,0.02742772,4.54E+00,,
8.36,0.01885986,-0.0084152,-0.01044466,4.54E+00,,
8.365,0.01257324,-0.0357513,0.02317806,4.54E+00,,
8.37,0.02095795,-0.0399551,0.01899715,4.54E+00,,
8.375,0.03143311,-0.0504684,0.01903529,4.54E+00,,
8.38,0.01257324,-0.0525742,0.04000096,4.54E+00,,
8.385,0.01257324,-0.0525742,0.04000096,4.54E+00,,
8.39,0.02095795,-0.0504684,0.02951045,4.54E+00,,
8.395,0.0230484,-0.0504684,0.02742,4.54E+00,,
8.4,0.01467133,-0.056778,0.04210667,4.54E+00,,
8.405,0.0230484,-0.0588837,0.0358353,4.54E+00,,
8.41,0.01257324,-0.056778,0.04420476,4.54E+00,,
8.415,0.01885986,-0.056778,0.03791814,4.54E+00,,
8.42,0.01676178,-0.0546722,0.03791042,4.54E+00,,
8.425,0.01885986,-0.0630875,0.04422764,4.54E+00,,
8.43,0.01676178,-0.0294418,0.01268002,4.54E+00,,
8.435,0.0230484,-0.0357513,0.0127029,4.54E+00,,
8.44,0.01885986,-0.0525742,0.03371434,4.54E+00,,
8.445,0.01676178,-0.0525742,0.03581242,4.54E+00,,
8.45,0.0230484,-0.056778,0.0337296,4.54E+00,,
8.455,0.01467133,-0.0630875,0.04841617,4.54E+00,,
8.46,0.01676178,-0.0315399,0.01477812,4.54E+00,,
8.465,0.02724457,-0.0420609,0.01481633,4.54E+00,,
8.47,0.02514648,-0.0105133,-0.01463318,4.54E+00,,
8.475,0.01467133,-0.0399551,0.02528377,4.54E+00,,
8.48,0.02724457,-0.0588837,0.03163913,4.54E+00,,
8.485,0.01676178,-0.0525742,0.03581242,4.54E+00,,
8.49,0.02095795,-0.0483627,0.02740475,4.54E+00,,
8.495,0.02724457,-0.0546722,0.02742763,4.54E+00,,
8.5,0.02095795,-0.056778,0.03582005,4.54E+00,,
8.505,0.01467133,-0.056778,0.04210667,4.54E+00,,
8.51,0.01257324,-0.0672913,0.05471806,4.54E+00,,
8.515,0.01676178,-0.0609818,0.04422002,4.54E+00,,
8.52,0.01257324,-0.0420609,0.02948766,4.54E+00,,
8.525,0.0083847,-0.0483627,0.039978,4.54E+00,,
8.53,0.02514648,-0.0546722,0.02952572,4.54E+00,,
8.535,0.01257324,-0.0651855,0.05261226,4.54E+00,,
8.54,0.01676178,-0.0609818,0.04422002,4.54E+00,,
8.545,0.01257324,-0.0609818,0.04840856,4.54E+00,,
8.55,0.01676178,-0.0588837,0.04212192,4.54E+00,,
8.555,0.02724457,-0.0525742,0.02532963,4.54E+00,,
8.56,0.02095795,-0.0504684,0.02951045,4.54E+00,,
8.565,0.02095795,-0.0525742,0.03161625,4.54E+00,,
8.57,0.01676178,-0.0588837,0.04212192,4.54E+00,,
8.575,0.01885986,-0.0231323,0.00427244,4.54E+00,,
8.58,0.01885986,-0.0378494,0.01898954,4.54E+00,,
8.585,0.01885986,-0.0420609,0.02320104,4.54E+00,,
8.59,0.0230484,-0.0441589,0.0211105,4.54E+00,,
8.595,0.0230484,-0.056778,0.0337296,4.54E+00,,
8.6,0.0230484,-0.0504684,0.02742,4.54E+00,,
8.605,0.03143311,-0.0546722,0.02323909,4.54E+00,,
8.61,0.03143311,-0.0231323,-0.00830081,4.54E+00,,
8.615,0.02514648,-0.0357513,0.01060482,4.54E+00,,
8.62,0.02514648,-0.0420609,0.01691442,4.54E+00,,
8.625,0.0230484,-0.0525742,0.0295258,4.54E+00,,
8.63,0.01676178,-0.056778,0.04001622,4.54E+00,,
8.635,0.02514648,-0.0609818,0.03583532,4.54E+00,,
8.64,0.02724457,-0.0630875,0.03584293,4.55E+00,,
8.645,0.01676178,-0.0609818,0.04422002,4.55E+00,,
8.65,0.01467133,-0.0525742,0.03790287,4.55E+00,,
8.655,0.02724457,-0.069397,0.04215243,4.55E+00,,
8.66,0.02724457,-0.0651855,0.03794093,4.55E+00,,
8.665,0.02514648,-0.0504684,0.02532192,4.55E+00,,
8.67,0.0230484,-0.0546722,0.0316238,4.55E+00,,
8.675,0.01885986,-0.0525742,0.03371434,4.55E+00,,
8.68,0.01885986,-0.056778,0.03791814,4.55E+00,,
8.685,0.01676178,-0.0231323,0.00637052,4.55E+00,,
8.69,0.01257324,-0.0378494,0.02527616,4.55E+00,,
8.695,0.01467133,-0.0483627,0.03369137,4.55E+00,,
8.7,0.01676178,-0.0588837,0.04212192,4.55E+00,,
8.705,0.01676178,-0.0609818,0.04422002,4.55E+00,,
8.71,0.01676178,-0.0630875,0.04632572,4.55E+00,,
8.715,0.01047516,-0.0609818,0.05050664,4.55E+00,,
8.72,0.0230484,-0.056778,0.0337296,4.55E+00,,
8.725,0.02724457,-0.0588837,0.03163913,4.55E+00,,
8.73,0.03352356,-0.0420609,0.00853734,4.55E+00,,
